autor,calificacion,contenido,hotel,titulo
StephieAlice,30,"We stayed here over New Year and having spent a good few nights at the Masaya in Santa Marta, we were so let down by this branch of the Masaya Hostels. We wer,...",Masaya Bogotá,What a Letdown
StephieAlice,50,"After a long day and night travelling, we were so grateful to have booked a bed in this hostel. It really is more like a 4/5 star hotel than a hostel. The bed,...",Masaya Santa Marta,Beautiful Hostel
StephieAlice,40,"We stayed here only one night whilst waiting for the boat from Tabatinga to leave. We were welcomed by two lovely people, one owner and one worker who was new. ,...",Mahatu Guest House,Very welcoming
StephieAlice,40,"Ive just written another review for this hostel on a different account...To summarise:+welcoming staff+good location+good price+comfy beds+hammocks to rel,...",Mahatu Guest House & Hostel,This hostel has two accounts....
StephieAlice,10,"We originally tried to find a different hostel but after getting lost, stumbled on this. With it being a Hostelling International hostel, we expected it to be o,...",Hostel Manaus,"Awful, just awful"
StephieAlice,50,"We had been recommended this campsite over others by friends and we are glad we took their advise. The price of the camping was far cheaper than any of the othe,...",Camping Tequendama Playa Arrecifes Parque Tayrona,"""Finca Don Pedro"""
StephieAlice,30,"This hostel, as many others have said, is hit or miss...The pros for us were comfy beds (like, REALLY comfy), a beautiful hostel with a pizza oven and a fire p,...",Renacer Hostal,AKA Colombian Highlands
StephieAlice,10,"After staying here, we wished we had stayed at Macondo instead...First, the good points: + Joanna is lovely and really does go out of her way to help+ The l,...",Sam's Vip Hostel San Gil,Definately NOT VIP
StephieAlice,30,"We stayed here courtesy of TAP Airlines who messed up our flight but that was absolutely fine as the hotel was a very welcome change from grubby hostels which w,...","Radisson Blu Hotel, Lisbon",Great after 8 months of hostels!
StephieAlice,30,"We stayed here on our final night in South America after 8 months of travelling and generally, I would say it was one of the better hostels we stayed in, despit,...",186 Lapa Central Hostel,Nice but needs to sack the rude staff member!
StephieAlice,20,"We stayed here for two nights, being told there were no more beds available after this as the entire hostel was full. The funny thing is, you would never have g,...",Happy Buddha Boutique Hostel,"Beautiful Hostel, Zero Atmosphere"
Pameopina,30,"El hotel está en un sitio residencial que buen ambiente las habitaciones de abajo no son tan acorde al hotel eso si bien  aseado, la atención al huésped en muy,...",Hotel de Alborada,Es bueno
Pameopina,30,"No hay agua caliente a pesar de que por teléfono lo ofertan, el servicio no es bueno, al personal le falta capacitarse en atención al cliente, Excelente ubicaci,...",Hotel Ciudad Latin Palace,Puede mejorar
Joselyn S,10,"el hostal no cuenta con servicio de limpieza los fines de semana, tampoco cuenta con internet 100% disponible ( dicen que se cae a cada rato)  no ponen jabón ni,...",Residencial Turistico Guayas,"MAL SERVICIO, MAL HOSTAL"
Lisa F,50,"Exceptionally well organised hostal with a wonderful decor. As a single woman traveller the dormitory was very comfortable. I will definetly return and I cannot,...",Hostal Boutique Bella 269,Fantastic
Lisa F,10,"There was only cold water, it had very poor decor, incorrect information was given, there were no tea/coffe/cooking facilities and it was noisy,",Hostal North Star,an unejoyable stay
Lisa F,40,Some very interesting and unusual religious objects were in the museum,Museo de la Catedral de Arequipa,Unusual display
Andy-Diane2011,50,"Stayed at Charo's for three days in early Dec  Most of the reviews posted here are right on, English is spoken here and that helps alot as we don;t speak Spanis,...",Charo's Hostal,A very pleasant stay
Andy-Diane2011,20,"Do Not Stay here on your first night in Ecuador- rooms are adequate but the bathrooms are not in your room so you must go out into the hallways to get there- th,...",Hostal North Star,First Night in Guayaquil
Andy-Diane2011,50,"This we found after going to several other cities in Ecuador is an outstanding Malecon the best in Ecuador. Enjoy the food at the Yatch Club. A good way to spen,...",Malecon 2000,Best in Ecuador
brisa_del_rio,50,"Good hotel in a neighborhood where there aren't many other hotels geared for international travelers (Chapinero). The location is convenient and close to things,...",Casona del Patio,helpful and comfortable
brisa_del_rio,50,"Bogota has a very nice botanic garden featuring plants of various regions of the country. Very large and inexpensive - a great place to explore plants or just t,...",Jardin Botanico de Bogota Jose Celestino Mutis,"good botanic garden, lots of info"
brisa_del_rio,30,"I tried staying here but the staff were slow to respond to email and the phone number didn't work. I tried finding it in person and it was extremely difficult -,...",El Vivac Hostal,Hard to find
brisa_del_rio,30,"This is an average hotel with clean, comfortable rooms and nice atmosphere, but its probably not worth the money - the service is lacking and the internet recep,...",Hotel Rincon Escandinavo,"Average, not worth the price"
brisa_del_rio,20,"Arrayan y Piedra is a handsome lodge located outside of the beautiful town of Macas, but this hotel fails to deliver a service commensurate with its high price.,...",Hosteria Arrayan y Piedra,Nice scenery but lacking service and convenience
brisa_del_rio,10,"This place is a complete dump, the rooms are tiny and dirty, you have to beg for towels or toilet paper, the staff are morons, and the nerve to charge $15-20 pe,...",Hostal North Star,"Horrible, overpriced, illlegal to boot"
brisa_del_rio,40,"An interesting botanic garden just outside of Puerto Morelos - it has a 1-2 hour long trail loop, self guided but with good plant identification and labels. Not,...",Jardín Botánico Dr. Alfredo Barrera Marin,Good stop if you are interested in plants
David M,50,"Pleasant, relaxing stay in the desert. Very nice hotel with excellent accomodation. High-standard room, very clean, locker, fridge, balcony and luxury bathroom.,...",Hotel Villa Jazmin,"Very nice hotel, excellent to relax"
David M,10,"We booked this night via a very quick view on internet, because we only needed one night to be early in the morning at the airport in Guayaquil, which is only 5,...",Hostal North Star,Worst hotel night ever
Jacektravel,30,"The centre seems to be run very well. I did only 2 dives just to see what's out there. It is ok to check it out but I don't think this area is the usual diving ,...",Divinguru Unawatuna,"If you decided to dive around Galle, this is a very choice. But... just average diving sites."
Jacektravel,20,"Nothing has changed it seems. Same comment: crappy rooms, poor breakfast, helpful owner. I wonder if other hotels in Retung provide the same value. ? Try other,...",Rima Hotel,Owner's politeness won't change the fact that it's a poor hotel
Jacektravel,40,"I stayed at Si Doi the first and last night of my 10-day trip to Bali. Location is great if you like craziness of a beach town. It has a backpacker feel because,...",Si Doi Hotel,Clean choice in a rather crazy part of town
Jacektravel,30,"Good budget choice if you don't mind taking taxis or mototaxis. Stayed there for 2 nights mostly because of the price but also because we didn't plan to spend ,...",The Grey Boutique Inn,Clean and affordable but far from town.
Jacektravel,40,"Stayed 2 nights with some good friends. The place is modern and with no surprises. Large breakfast, good size room, v. good service. Located a walking distance ,...",Solaris Hotel Kuta,A business hotel
Jacektravel,40,"I spend one full week at the Bunaken Beach Resort. The place is simple, clean and has a good location. My bed was a bit soft and some people complained about mo,...",Bunaken Beach Resort,"Good value, friendly staff"
Jacektravel,40,"The access from Manado is very easy, 30-40 min. boat ride. The resorts on the island cater to divers mostly. You can do some snorkeling too but apart from these,...",Bunaken National Marine Park,For serious scuba divers
Jacektravel,40,"I was at this hotel for 5 night while looking for an apartment to live in Singapore (job related). It is only 3 bus stops from Orchard Rd., the buses run very o,...",Metropolitan YMCA Singapore,Only 3 bus stops from Orchard Rd. - worth every penny.
Jacektravel,40,"Stayed a few nights while attending a convention at a nearby Orchid Sheraton. Saved a lot of money. Swan hotel is only $1.50 from the Sheraton. Clean, basic, a,...",Swan Hotel Bangkok,Basic but has a pool and is at a good price.
Jacektravel,20,"I stayed there because the hotel was very close to the airport - had a flight the next day in the morning. The airport is very close to the center - $5 - so the,...",Hostal North Star,Close to the airport but not worth staying at.
Jacektravel,50,"We stayed at this hotel/house for 4 nights. The apartment had a living room, bedroom, large bathroom and a small kitchenette. It felt like we were residents of ,...",Apart-Hotel Carlton House,Spacious and cozy - apartment for a price of a hotel room
Jacektravel,50,"We spent 4 nights in Cartagena. The first 2 nights we spent at Santa Cruz Hostal which was located in the center but was a very spartan room (hot shower, aircon,...",Casa Mara Cartagena,A very nice place in a not-always-pretty neighbourhood.
hybinary,10,"My wife and I stayed here for 1 night (luckily) en route to The Galapagos and after 5 months travelling in South America, this was the worst hotel/hostel we sta,...",Hostal North Star,Terrible stay for way too much money
hybinary,40,"My wife and I spent a couple of nights here on either side of a 4 day hike. The staff were nice and helpful and the breakfast was really nice. The only thing we,...",La Tetera,Not enough room to swing a cat but a great breakfast
hybinary,40,"We did this as our final hike in South America so we wanted something straight forward. This walk was beautiful and the termas at Camping Ecological were awesom,...",Huerquehue National Park,4 day return hike to Camping Ecological
hybinary,50,The tour of Valle de Uco was awesome and totally worth the money. It was both informative and some of the best wines I've tasted.,Trout & Wine Tours,Some of the best wines I've tasted
hybinary,50,"After a long time travelling it was awesome to have a good Indian meal. Rakesh is warm and welcoming host who understands his guests and offers brilliant servic,...",Jewel of India,Great host
hybinary,40,"Great breakfast with even better coffee. Place is a little dated but this gives it a certain charm to the place. The hosts are really nice and recommended a gre,...",Hostal Dos Lagunas,Good value
hybinary,50,"Nos hospedamos en Wara Wara un par de veces durante nuestra estancia en Cusco, antes y despues de hacer el camino inca y fue fabuloso. Viviana y Miguel son muy ,...",Hostal Wara Wara,"Great views, awesome hosts and a bit of tango"
hybinary,50,"My wife and I spent a few days in Quito and must say, meeting Luis was one of the highlights of our trip through Ecuador! From the moment we walked in, he looke,...",Jumbo Lodging,Great host in a great spot!
hybinary,50,"Quinta Lili has to be one of the best places I've stayed. The hosts are amazing and really accommodating. Definitely one of the most relaxing holidays I've ever,...",Quinta Lili,Absolutely beautiful
Daniel M,30,"Our stay here was great. Lots of entertainment the staff very friendly and they go out of their way to make Your stay enjoyable and fun.  Coco-cola , Awilada, a,...",Majestic Colonial Punta Cana,Very good
Daniel M,50,"Nice hostel, looks funny because you walk into an office building which they have turned into a hostel. I only stayed one night because I had a flight into Gala,...",Hostal North Star,"Nice,clean close to airport"
Daniel M,30,"Arrived in san cristobal june 7 2013, the lady there was very nice and polite. Once we realised we were on the wrong island to do our day trips we had to cancel,...",Casa Mabell,clean but mean lady
Daniel M,40,"We had a great time at our 4 day amazon jungle tour (cuyabeno) from june 14-16, our guide Diego was very patient and explained everything with details. His know,...",Imagine Ecuador,amazon jungle tour
Carla D,40,"we had a very nice lunch there. I had a basil chicken dish with brown rice and it was quite flavorful. if you prefer brown rice, be sure to ask for it because o,...",Galae Thai,nice lunch specials brown rice too
Carla D,40,"we tried several different types of pastry items and all were very tasty. a few things seemed a tiny bit overcooked but brought a bag back to apt. and enjoyed t,...",Bread Furst,lots of yummy pastries
Carla D,50,"Its scary to give a restaurant high scores because others might have a different experience but this restaurant exceeded expectations. we had a diverse array of,...",Paragon Thai,diverse menu each dish excellent
Carla D,40,"This is a pleasant hotel, less commercial and more rustic feeling than the fancy ones nearby and it is quiet.  it is well located near a subway stop and a so it,...",Red Wall Garden Hotel,"Courtyard dining very pleasant, food a relief"
Carla D,40,"some of the food items were great..some a bit lacking in flavor. their onion pancake snake item was super as were the steamed buns with cheese and onions that c,...",Courtyard Bistro,great atmosphere decent food
Carla D,50,"this pleasant temple was less crowded than many places like Temple of Heaven or summer palace and it was full of active worshippers. this made it more interesti,...",Lama Temple (Yonghegong),"Great spot very pleasant, quiet serene"
Carla D,30,"this temple is spread out over quite a distance so you will be walking a fair amount but it isn't onerous and if you want shade just leave the actual temples an,...",Temple of Heaven,nice but not amazing
Carla D,40,"We had not originally planned to go there but since we were already at the Lama temple we went and tried it anyway. They have a good senior discount on the entr,...",Temple of Confucius and Guozijian Museum,pleasant and interesting
Carla D,40,"We walked to the F.city from our hotel, and did not hire a guide. There were many confusing things about access to it..both entering and exiting the F.City itse,...",Forbidden City-The Palace Museum,interesting but chaotic esp. if on your own
Carla D,40,"it is impressive to see the throngs of Chinese enjoying their own history. ..but throngs there are for sure!  we got there easily by subway although it was a lo,...",Summer Palace (Yiheyuan),crowded but peaceful
Carla D,40,"its a little confusing to find the actual tower itself as there were many buildings near to one another. but all of them were great and the tower covered with b,...",Tower of Buddhist Incense(Summer Palace),crowded but great architecture
Carla D,50,"We were skeptical at first because of the crowds and scams and tourist stands of junk at the base. the food and drinks are terribly overpriced ...you'll pay 4 t,...",Mutianyu Great Wall,"hot and hard work,  but rewarding"
Carla D,30,"there were some great exhibits that were creative and educational and some that were rather sad with little information (in either English or Chinese). the Dino,...",Museum of Natural History,"mixed quality, very crowded, bathroom situation abysmal"
Carla D,50,"you can get on an off the pathway through little gates and side stair ways and if you do, you'll find some fun little back neighborhoods, parks, old interesting,...",Monteliusvagen,picturesque pathway with excellent views
Carla D,50,"We arrived late on a super windy evening and no one was there. There was a sign to call a particular number but we had no cell reception. Since we had already p,...",Tangahús Guesthouse,great place after a rough start
Carla D,30,"there are several operators offering aquatic tours of this lagoon. the zodiac tours are more expensive and are harder to book, so we chose the amphibious boat t,...",Glacier Lagoon,lagoon lovely but do not waste your money on the amphibious boat tour
Carla D,50,"What more do you need if you are just staying over before the start or at the end of a trip or on a layover? this hotel is easy walking distance from the airpor,...",Aurora Hotel,"clean, close, comfy beds, good breakfast"
Carla D,40,"There were three outstanding exhibits when we visited.they were varied and each quite interesting with stellar quality and nice informational signs at the start,...",Fotografiska Stockholm,Excellent exhibits although spendy for what there is
Carla D,40,"The main streets in this area are packed with tourists and touristy shops with lots of 'made in China' stuff. But if you look carefully you can find some nice s,...",Stockholm Old Town,a bit touristy but has some special places and lots to explore
Carla D,50,"Neither my husband nor I are maritime museum types but we really enjoyed this museum. There are so many interesting facets to it...from the story of the Vasa an,...",Vasa Museum,Surprisingly interesting even for non maritime folks
Colin C,40,"Nice room in a big old house in pretty surroundings. The dinner at the restaurant was excellent. Check in was easy. Breakfast experience let the place down thou,...",Dunmar House Hotel,"Nice hotel, get breakfast elsewhere"
Colin C,10,"There was no receptionist when we turned up, the room was too hot and the window did not open - the corridors and room smelled stale. At night there were loud p,...",Travelodge Kidderminster,"Stale, no receptionist and too hot"
Colin C,50,"Ham Wall and the Bittern Walk to Glastonbury is a great place to get out into the countryside, walk along some beautiful riversides, and of course see the famou,...",Ham Wall Nature Reserve,Ham Wall Starling murmuration
Colin C,50,"This is one of the best places to stay in the world: friendly, welcoming, warm, comfortable, beautifully and tastfully decorated, and with great WiFi, food, loc,...",The Waltons,The best place to stay
Colin C,50,"Apparently you can climb this building, but not in WInter. Still, it is free to see from the outside, and is a great example of the wonderful old architecture f,...",St Albans Clock Tower,Great building to visit
Colin C,50,"We visited on a Saturday when they had choirs singing for Christmas. The entrance was free (a must for any church visit), and the building itself was magnificen,...",St Albans Cathedral,"Excellent architecture, historical museum and is free"
Colin C,50,"Located in the city center, it is very easy to get to. We walked there in about 10-15 minutes from the St Albans City train station on a visit from London. The ,...",Bill's St Albans,"Great breakfast place, great value, great service"
Colin C,50,"We visited St Albans from London, and after a long day walking around and enjoying the sights, we sat down for dinner at Thai Square. From start to finish our v,...",Thai Square St Albans,"Great service, value and food"
Colin C,50,"They told us 45 minutes for this museum, but we spent almost 2 hours looking around. It is a fantastic museum, well-maintained and informative. Not sure if they,...",Verulamium Museum,"Great museum, leave enough time"
Colin C,50,"We visited the park on a day trip from London. Located near the cathedral, and museum, it is a perfect walk around a lovely park. With lots of birds, it reminde,...",Verulamium Park,"Nice park, don't miss the Hypocaust building"
Colin C,30,"I expected something amazing from The Hawksmoor at these high prices. However, our experience was not amazing, but instead, a little frustrating. First, we were,...",Hawksmoor Spitalfields,Not worth it
Colin C,50,"There are lots of Caribean and Spanish cafes in nearby Palace mall, but this Polish restaurant is not only totally worth the short walk, but is great value for ,...",Mamuska!,Awesome Polish food
Colin C,30,"First impressions were not good. It was empty, but we could not sit were we wanted - the precious staff member informed us that there might be a rush on. In fac,...",Queen's Head & Artichoke,"Great food, distinctly average service"
Colin C,40,"This hotel at first seems a little far from the action being located in nearby Hove, rather than near Brighton sea front. However, the walk is great excercise, ,...",Seafield House,Excellent hotel
Colin C,50,"Lovely park - and for a bonus this summer, there were three Red-breasted Geese in the park - a rare vagrant to these lands. Lots of shady chill out spots, walki,...",St. James's Park,It's not Regent's but it is great
Colin C,50,"This Indian can be a little quiet at times, but no wonder when they also have a great delivery service. The personal attention from the staff, the little extras,...",Fire N Spice,"Best service, best food"
Colin C,20,"We were trying to buy cream teas, but the deals were misleading and uninformative (no prices, hidden extras, etc). When we communicated this to the staff, one l,...",Dedham Arts Centre Tearoom,Argumentative staff
Colin C,50,"This is a great hotel right next to the Archaeological Park and museum - great staff, very friendly and helpful - great food, great rooms, great owner. They wil,...",Hotel Huaka-Yo,"Awesome place, stay there"
Colin C,50,"Great site, great museum with English information. Museum opens at 9 am, whilst the rest of the site opens at 8 am. This is so that you are coerced into employi,...",San Agustin Archaeological Park,Very interesting
Colin C,40,"The lodge is very environment friendly, as they have their own clean river water supply, and they have their own hydro-electric power supply, which is nothing s,...",Copalinga,Lots of birds
M A,50,"I stayed there for 2 nights and it was a good choice.I chose a single room, It was clean, well located, quiet and with all facilites I needed, for example a de,...",Hostal North Star,GOOD LOCATION AND PRICE
Veronica T,50,"Me ospedé para fin de año y me encantó!!! es un lugar muy acojedor, es como hospedarse en un museo de antiguedades, tiene detalles en cada rincón, también tiene,...",Huillacuna,EXCELENTE!!!!!
Veronica T,50,"Un paisaje maravilloso, vale la pena hacer esta ruta!!! Recomiendo tomar el tour en la bus de dos pisos, la agencia que da este servicio es Chevatours....me gus,...",Ruta de las cascadas,Muy lindo
Veronica T,50,"Muy lindo, una sensación de adrenalina muy alto al columpiarse!!! No apto para los que tienen vértigo, pero el paisaje y la vista la volcán son insuperables!!",La Casa del Arbol,Lindo!!
Veronica T,50,"Muy entusiasmada por los buenos comentarios de este lugar en Tripadvisor, fue el primer lugar en nuestra lista, pero oh sorpresa! al llegar...nos cerraron la pu,...",Arte Cafe & Te,Cierran temprano!!!
Veronica T,50,"Lo visitamos en 2 ocasiones durante nuestras vacaciones!!! el mejor café que probé en Baños!!, excelente atención, rica comida, deliciosos cafés y excelentes pr,...",Cafe Hood,Muy acogedor!!
Veronica T,40,"Un lindo lugar!!! lastimosamente fue un hospedaje muy corto, me hubiera gustado quedarme más tiempo...... la playa del río es hermosa. Las habitaciones limpias ,...",Jungle Lodge El Jardin Aleman,Lindo lugar!!
Veronica T,50,"Me recomendaron este lugar y la verdad fue mejor de lo que pensé!!!Unas cavernas subterranes increibles!!!!Administrado por los propios nativos, te dan una li,...",Cavernas Jumandy,Un paraiso escondido!!
Veronica T,20,"Me hospedé en este hotel tomando como referencia su página de internet, la misma que no tiene nada que ver con la realidad!!!, el baño tenía cabello en las pare,...",Hotel Ciudad Latin Palace,Malo!!!
Veronica T,50,"No suelo recomendar lugares porque cada uno tiene una perspectiva diferente de su gusto por los servicios.......pero en esta ocasión lo haré........ya que la ve,...",Mts Adventure,Excelente!!!!
HolyCrossSanPedro,50,You must go!  I recommend you reserve a guide for the best experience.  You could easily spend several hours here and enjoy every minute.,Basílica de la Sagrada Familia,Omg...awesome!
HolyCrossSanPedro,30,"If you love Picasso, you will no doubt enjoy this Museum.  If you are trying to learn more about Picasso, prepare to be confused.  The Museum layout does not ea,...",Museu Picasso,Difficult to navifate
HolyCrossSanPedro,50,"If not for Trip Advisor we would never have found this little gen!  Delicious food - we ordered almost everything on the tapes type menu - it was all awesome!  ,...",Baserriberri,"Thank goodness for Trip Adviser!,,"
HolyCrossSanPedro,50,We were fortunate to arrive just when a late afternoon service was starting complete with organ and choir.  Beautiful!!!  The interior doe not disappoint.,Catedral de Pamplona,Just beautiful!
HolyCrossSanPedro,50,"We had a free afternoon in this lovely city and decided to do the Old City walking tour with Runner Bean Tours.  First of all, we liked the price....free!!!  An,...",Runner Bean Tours Barcelona,Incredible Walking Tour of Barcelona!!!
HolyCrossSanPedro,50,"We search for this little place for two days only to find it 5 minutes from where we were staying.  It has no sign but is right behind the Gilia Restaurant.  It,...",Botequim Da Padaria,Amazing little spot!
HolyCrossSanPedro,50,"Fabulous food, 5 minute walk from the Palace, out door seating available, great  service, very reasonable prices, huge wine list and yummy cold beer BUT they do,...",A Gália,Burgers are awesome!
HolyCrossSanPedro,50,"We had no idea how awesome this palace was but we're happy to have stumble upon it.  The gardens are outstanding, too.  Luckily we had a beautiful, sunny day fo,...",National Palace of Queluz,Well wort a visit!
HolyCrossSanPedro,30,"This is an acceptable little hotel right across the street from the Palace and within easy walking distance of a few good restaurants.  The rooms are an ok size,...",Pousada Palácio de Queluz,very disappointing!
HolyCrossSanPedro,50,"Based on reviews from Trip Advisor we decided to try out Del Griego.  Must admit our party of 4 was courious about a Greek restaurant in downtown Guatemala City,...",Del Griego,Beyond Fabulous!!
HolyCrossSanPedro,50,"On our recent trip to San Pedro we splurged for a fabulous dinner at a new restaurant, Rain.  We dined on the 3rd floor roof garden which was open air with suns,...",Rain Restaurant & Rooftop Terrace,"Breathtaking views, Incredible food!"
HolyCrossSanPedro,50,"We lived in San Pedro for 6 years and now visit several times a year.  This past time we were delighted to try a new hotel and are so glad we did.  This little ,...",Aqua Vista Beachfront Suites,"Perfect location, friendly staff, clean and new!"
HolyCrossSanPedro,50,"Simply the best place in San Pedro for original art work and craft items.  Large selection, reasonably priced.  Not the standard 'tourist junk'!  Adjacent to Fe,...",Belizean Arts,The place to buy real treasures!
HolyCrossSanPedro,50,"My husband and I spend a week every June in San Pedro and always stay at the Blue Tang.  There is often a little anxiety as to whether the excellent standards w,...",Blue Tang Inn,"Once Again, a Fabulous Stay!"
HolyCrossSanPedro,50,"this was our fourth visit to the Haven and certainly won't be our last!  We so enjoy being in this beautiful space so once a year we escape the craziness of Pan,...",The Haven Boquete,Heavenly as Always!
HolyCrossSanPedro,40,"This is a small but lovely facility.  Tours are available in English or Spanish and take about a half hour.  The butterflies are in their natural habitat in a s,...",Butterfly Haven,Beautiful Butterflies
HolyCrossSanPedro,30,Food was adequate if uninspired.  Service was good and the location wonderful.   Quite and peaceful with lovely views of the mountains.,O'Pedros Irish Pub,Not bad for lunch
HolyCrossSanPedro,40,"We've stayed in El Valle several times and Los Manderinos is definitely one of our favorites.  The hotel is located in a beautiful area just a short drive from ,...",Los Mandarinos Boutique Spa & Hotel Restaurant,Lovely Spot
HolyCrossSanPedro,50,"We've been touring in Ecuador for two weeks.  During that time, we've had many wonderful meals and stayed in lovely places.  But lunch today at VillaRosa was ab,...",Villa Rosa,Best Meal in Ecuador!
HolyCrossSanPedro,50,"Lovely old mansion beautifully restored and decorated in fine style.  The hotel is perfectly located for leisurely walking around the old town just a few blocks,...",Hotel Boutique Santa Lucia,Perfect Place to Stay in Cuenca!
Rafael O,50,"Es el lugar ideal si estas buscando donde comer un buen taco, quesadilla o gringa. Trabajan con productos de la mejor calidad y sus cortes de arrachera van geni,...",Los Burritos,Excelente calidad de su comida
Rafael O,40,"Si estas buscando un lugar con comida tipica mexicana, servicio super rapido y precios muy accesibles Letty's es el lugar indicado. Siempre te atienden con una ,...",Letty’s Restaurante,Servicio rapido
Rafael O,50,"A escasos 100 metros de la terminal de ferry, con vista hacia la bahia que separa la isla de Cancun tiene uno de los mejores ambientes para compartir con amigos,...",Miramar,De los mejores ambientes para pasar un rato agradable en la isla
Rafael O,50,"Siempre tienen musica en ingles en vivo, todos los dias, es un ambiente muy agradable para relajarse y descansar al final del dia de playa.",El Patio Casa De La Musica,Un lugar muy relajado
Rafael O,50,"Un lugar muy amplio y con atencion de primera. Siempre te reciben de manera muy amable y hacen tu experiencia placentera. Es excelente para desayunar debido a l,...",Café Mogagua,Excelente lugar para desayunar
Rafael O,40,"La habitacion esta en perfectas condiciones, ideal para estancias prolongadas, tiene refrigerador, cafetera, secador de cabello y aire acondicionado sin recargo,...",Bucaneros Hotel & Suites,Estancia muy agradable
Rafael O,50,"Atencion de primera calidad. A pesar de asistir en fecha del mundial de futbol la espera para sentarnos fue menor de 5 minutos y la atencion muy oportuna y adec,...",Buffalo Wild Wings,Excelente atencion y comida
Rafael O,40,"Mantiene al 100% los estandares de atencion de la cadena Marriot. El desayuno buffet del restaurant ofrece una amplia variedad de comidad mexicana e internacion,...",Aguascalientes Marriott Hotel,Tan comodo como puede ser cualquier Marriot
Rafael O,40,"Es el lugar indicado si tu intencion es degustar los clasicos de la cocina mexicana preparados de forma muy tradicional. De las mejores tortillas hechas a mano ,...",La Saturnina,Buen ejemplo de comida tipica mexicana
Rafael O,50,"como siempre volar con copa airlines es una de las mejores experiencias a la hora de viajar por cualquier motivo, su puntualidad, responsabilidad y atencion al ,...",Copa Airlines,Excelente como siempre
Rafael O,50,"En suntory todo es perfecto, la atencion, la calidad de sus productos, pero lo mejor de todo sin lugar a dudas es la atencion, desde que entras hasta que te des,...",Suntory Del Valle,Sublime
Rafael O,50,"su ubicacion a las afueras de choroni lo hacen un sitio muy tranquilo pero a una distancia accesible del pueblo y las playas. la atencion de sus dueños es excep,...",Posada Arakemo,Sencillamente Genial
Rafael O,50,"Definitivamente en puntualidad, comodidad, buen servicio a bordo, en aeropuertos y a traves de canales digitales hacen de Copa Airlines la mejor aerolinea para ,...",Copa Airlines,La mejor aerolinea del continente
Rafael O,30,"El hotel esta muy bien ubicado, bueno para viajes donde no se pasara mucho tiempo en el hotel, basicamente para llegar a dormir. El personal atiende con la mejo,...",Hotel Ciudad Latin Palace,Podria ser mejor
Rafael O,50,"Muy buen pollo asado, el servicio muy bueno, personal muy atento y dispuesto. el precio es bastante accesible para comidas en grupos numerosos.",Hebra Asadero,Buena y rapida comida
Rafael O,40,"Me atrevo a decir que es de las mejores vistas panoramicas que se puede tener sobre todo Quito, es realmente abrumador. Solo se puede llegar a traves de empresa,...",La Virgen del Panecillo,Vista Impresionante
Rafael O,40,"Desde su campanario se tiene una muy buena vista de la ciudad... mucha luz en su interior, su majestuosidad demuestra la importancia de Quito en la epoca coloni,...",Basilica del Voto Nacional,Excelente Lugar
Rafael O,30,"El hotel esta bien ubicado cerca de la zona turistica La Fosch, pero no esta dentro de ella asi que es bastante tranquilo. Es muy limpio, el servicio y la atenc,...",Hostal Vista Amazonas,Bien ubicado y limpio
Rafael O,50,"Copa Airlines presta uno de los mejores servicios en la region, su puntualidad, buen servicio tanto a bordo como en aeropuerto y sus conexiones le hacen la opci,...",Copa Airlines,Excelente
Rafael O,50,"Es un lugar increíble, ambas islas tienen su encanto. Ideal para hacer snorkel, buceo o simplemente descansar en la playa de Isla Larga. La salida desde el hote,...",Marietas Islands,Increible
vijaya r,50,"Excellent sight seeing company. Enjoyed all the various tours we took with this company in Jasper, Lake Louise &Banff. Will definitely use them again for future,...",Brewster Sightseeing,Brewster experience
vijaya r,20,"One of the worst poorly planned travel agency we have ever used. They completely ruined 2 days of our vacation to Galapagos. I will never use them. Even the tou,...",Hotel Ciudad Latin Palace,Latin Frontiers Ecuador
vijaya r,20,"Great location but very disappointing room. Bath water not warming up evenly. Sink water terrible. Beds were very uncomfortable. Room service extremely slow. No,...",Radisson Hotel Salt Lake City Downtown,Not pleased
vijaya r,30,"Was very disappointed with this Taj. First of all, we are American citizens of Indian Origin. When we went to check in, the guy at the counter kept repeating "" ,...","Taj Connemara, Chennai",Our stay at this Taj
vijaya r,50,"We have stayed in a number of hotels in Bangalore in the past including the Taj West End. But we just loved our stay at Adarsh Hamilton because everyone made us,...",Adarsh Hamilton,My home away from home
Saritafy,10,"Insect-ridden bed. Bare-handed served wet roll for breakfast. Caked instant coffee that would not melt... I mean, this is the service. Nothing else included, ap,...",Ecuahogar,Health hazard
Karen G,20,"Although the room was big and confy. I booked the room for 13:30 hrs and they didn't have it ready until almost 3 pm. The cleaning lady was a little rude, she d,...",Hotel Malecon Inn,Not as well as I thought
Emmanuel C,50,"Amazing boardwalk in Guayaquil along the Rio Guayas. Perfect for a walk, or for light entertainment. Great entertainment",Malecon 2000,Great Boadwalk for entertainment or just a simple walk.
Emmanuel C,50,"This place is my favorite hotel to go to. Not only is it decently priced, it may not be 5 stars but it offers an amazing location to everything. The rooms are c,...",Hotel Malecon Inn,My preferred hotel in Guayaquil
Wilmer B,50,"Last year I had the opportunity to stay in this hotel, It is a very cozy place, It is located a little out of the center but it is a very accessible and busy pl,...",Hostal Princesa Maria,The best Hotel in Baños
Wilmer B,40,"This hotel is located in the center of Riobamba, It's found near of the places of night fun.The rooms of this hotel are very comfortable, it offers rooms with ,...",Hotel El Galpon,Good Hotel
